1-1-1,1-1-2,1-1-0,1-2-1,1-2-2,1-2-0,1-3-1,1-3-2,1-3-0,1-4-1,1-4-2,1-4-0,1-5-1,1-5-2,2-5-0,2-1-1,2-1-2,2-1-0,2-2-1,2-2-2,2-2-0,2-3-1,2-3-2,2-3-0,2-4-1,2-4-2,2-4-0,2-5-1,2-5-2,3-5-0,3-1-1,3-1-2,3-1-0,3-2-1,3-2-2,3-2-0,3-3-1,3-3-2,3-3-0,3-4-1,3-4-2,3-4-0,3-5-1,3-5-2,4-5-0,4-1-1,4-1-2,4-1-0,4-2-1,4-2-2,4-2-0,4-3-1,4-3-2,4-3-0,4-4-1,4-4-2,4-4-0,4-5-1,4-5-2,5-5-0,5-1-1,5-1-2,5-1-0,5-2-1,5-2-2,5-2-0,5-3-1,5-3-2,5-3-0,5-4-1,5-4-2,5-4-0,5-5-1,5-5-2,6-5-0,6-1-1,6-1-2,6-1-0,6-2-1,6-2-2,6-2-0,6-3-1,6-3-2,6-3-0,6-4-1,6-4-2,6-4-0,6-5-1,6-5-2,7-5-0,7-1-1,7-1-2,7-1-0,7-2-1,7-2-2,7-2-0,7-3-1,7-3-2,7-3-0,7-4-1,7-4-2,7-4-0,7-5-1,7-5-2,8-5-0,8-1-1,8-1-2,8-1-0,8-2-1,8-2-2,8-2-0,8-3-1,8-3-2,8-3-0,8-4-1,8-4-2,8-4-0,8-5-1,8-5-2,9-5-0,9-1-1,9-1-2,9-1-0,9-2-1,9-2-2,9-2-0,9-3-1,9-3-2,9-3-0,9-4-1,9-4-2,9-4-0,9-5-1,9-5-2,10-5-0,10-1-1,10-1-2,10-1-0,10-2-1,10-2-2,10-2-0,10-3-1,10-3-2,10-3-0,10-4-1,10-4-2,10-4-0,10-5-1,10-5-2,10-5-0
79.2,58.3,87.5,70.8,83.3,79.2,100.0,91.7,91.7,100.0,91.7,95.8,95.8,75.0,95.8,79.2,79.2,75.0,79.2,87.0,91.7,100.0,100.0,100.0,83.3,95.8,95.8,87.5,91.7,91.7,75.0,54.2,83.3,91.7,83.3,60.9,75.0,87.5,91.7,100.0,100.0,70.8,75.0,70.8,58.3,100.0,95.8,100.0,100.0,100.0,95.8,100.0,100.0,100.0,95.8,100.0,100.0,45.8,50.0,37.5,87.5,50.0,91.7,100.0,100.0,100.0,95.8,95.5,91.7,100.0,100.0,100.0,66.7,87.5,91.7,87.5,70.8,91.7,91.7,83.3,75.0,100.0,91.7,73.9,87.5,91.7,58.3,100.0,91.7,95.8,83.3,70.8,87.5,95.8,95.8,95.8,91.7,95.8,79.2,83.3,87.5,66.7,79.2,95.8,87.5,95.8,91.7,95.8,91.7,95.8,100.0,91.7,100.0,100.0,100.0,95.7,100.0,79.2,87.5,87.5,87.5,62.5,79.2,100.0,100.0,100.0,91.7,100.0,91.7,100.0,100.0,100.0,73.9,75.0,79.2,66.7,60.9,41.7,100.0,95.8,95.8,100.0,95.8,95.8,91.7,87.5,75.0,75.0,79.2,75.0
